id,user_id,comment_id,note_id,parent_comment_id,label,content,category
4138,U_59500,C_679306,P_6574,C_679306,4,为她开绿灯的那些院士们  需不需要负责任呢，其他所谓4+4（0+4是否合规）,daily
4139,U_59500,C_255621,P_6574,C_255621,4,问题太多了，通报应当只是开始而不是结束......,daily
4140,U_59500,C_27560,P_6574,C_27560,1,一个入学资格造假、博士论文抄袭、学术不端之辈，竟然之前能成为学校新闻中点名表扬之人，更讽刺的是这一系列问题，最终靠出轨被发现。,daily
4141,U_104498,C_117393,P_6574,C_117393,4,协助她的以及其它4+4的同学都应该严查吧？漏了一个也能漏很多个啊，这个毕业论文只有16页的？？？？？,daily
4142,U_104498,C_180907,P_6574,C_180907,3,董某莹违规行为查实，四项证书被撤销，支持处罚！医学教育和行业规范不容玷污,daily
4143,U_82396,C_467678,P_6574,C_467678,4,一下字：乱！,daily
4144,U_210695,C_626681,P_4272,C_626681,4,梁启超医疗事故是百年警钟！/@北京迈伟医疗律师团队:【医法清说65：从百年协和看医者仁心的失语与重构】#律师从梁启超医疗事故至肖董事件剖析协和##董某莹被撤销毕业证学位证#   1926年协和医院误切梁启超右肾的医疗事故，如同一面魔镜，映照出中国医学百年沉浮的复杂面孔。  大家好，这里是天斗医号患...全文,daily
4145,U_49293,C_459098,P_4272,C_459098,4,【医法清说65：从百年协和看医者仁心的失语与重构】#律师从梁启超医疗事故至肖董事件剖析协和##董某莹被撤销毕业证学位证#   1926年协和医院误切梁启超右肾的医疗事故，如同一面魔镜，映照出中国医学百年沉浮的复杂面孔。  大家好，这里是天斗医号患者权利保护组。我是北京的医疗纠纷律师宋中清。...全文,daily
4146,U_139783,C_275993,P_519,C_275993,4,关键是4＋4后续处理，能不能别在这么重要的领域坑人。光处理这一例有什么用,daily
4147,U_133911,C_627030,P_61645,C_627030,3,这一秒不放弃，下一秒就会有希望。,daily
4148,U_215488,C_448281,P_61645,C_448281,4,是啊，人生充满未知，唯有珍惜当下，才能无愧于每一个明天。,daily
4149,U_152386,C_217479,P_61645,C_627030,3,遇见你不知是对是错，只知我开心过,daily
4150,U_152386,C_159199,P_61645,C_448281,3,你闪闪发光的同时，也要平平安安,daily
4151,U_215488,C_643538,P_17456,C_643538,4,职业尊严不容践踏，需严查严惩，重塑行业风骨。,daily
4152,U_224918,C_332508,P_17456,C_332508,1,职业尊严需严守，莫让背叛与谎言侵蚀，守护底线刻不容缓。,daily
4153,U_89497,C_475618,P_17456,C_475618,1,@长春老哥 晚上好,daily
4154,U_133911,C_315539,P_17456,C_315539,3,这一秒不放弃，下一秒就会有希望。,daily
4155,U_164618,C_781790,P_17456,C_781790,1,谁在为造假大开方便之门㇏,daily
4156,U_111092,C_606170,P_55863,C_606170,4,大家想看的人是，通报里最后那段话,daily
4157,U_251524,C_520592,P_55863,C_520592,2,董袭莹不应该终生禁止从事医疗卫生服务？,daily
4158,U_103581,C_634182,P_55863,C_634182,1,结果出来了，那么代价什么时候出来，还不够，我要看到血流成河,daily
4159,U_199804,C_623757,P_55863,C_623757,4,这是一个董小姐的事吗,daily
4160,U_120185,C_443871,P_55863,C_443871,4,有一个就有一串，因为这种进来方式走通了。肖年轻有为太浪荡了，不过为医生选拔机制做出了不可磨灭的贡献,daily
4161,U_213797,C_452084,P_55863,C_452084,2,她付出了啥，啥也没付出，大小姐毕竟，不过这个结果也是大快人心了,daily
4162,U_123388,C_21342,P_55863,C_21342,4,还是没有深入调查,daily
4163,U_236157,C_726045,P_55863,C_726045,2,你麻麻地，为啥她这么会投胎，真就全是数值没有一点操作,daily
4164,U_249406,C_649763,P_55863,C_649763,4,壮士断腕罢了,daily
4165,U_134669,C_280992,P_55863,C_280992,4,治标了，那么本呢？,daily
4166,U_242828,C_682670,P_55863,C_682670,4,不作就不会死这句话是真的,daily
4167,U_207928,C_628557,P_55863,C_628557,1,肖副主任一炮，把茅坑给炸翻了,daily
4168,U_238496,C_609981,P_55863,C_609981,4,基本就是有大动作了   如果没有就不会有后面那段话   等吧  牵连太广,daily
4169,U_90361,C_200885,P_55863,C_200885,4,应该把所有不合规定进八的全撤销,daily
4170,U_191588,C_490848,P_55863,C_490848,4,划重点 都不用进局子…难怪他们敢做出这样的事情来…,daily
4171,U_239242,C_687144,P_55863,C_687144,4,目前，国家卫生健康委调查组正联合有关部门，对本次事件涉及的相关单位、人员开展深入调查，对违规违纪违法等问题将严肃追责问责，调查情况将向社会公布。后面还有通报,daily
4172,U_210287,C_56593,P_55863,C_56593,4,跟没处罚一样,daily
4173,U_27406,C_92096,P_55863,C_92096,4,就罚了两个小卡拉咪,daily
4174,U_201850,C_93197,P_55863,C_93197,4,连根拔起，都别跑,daily
4175,U_248338,C_335718,P_55863,C_335718,4,这个事终于回到了热搜榜,daily
4176,U_100483,C_835786,P_55863,C_835786,4,董小姐付出什么了,daily
4177,U_9053,C_614504,P_55863,C_614504,4,标治了 能治本吗,daily
4178,U_110060,C_76222,P_55863,C_76222,4,五年以后他还能继续当医生吗？,daily
4179,U_80926,C_524967,P_55863,C_524967,4,第2条。背后是谁帮她操作的？能看到调查结果吗,daily
4180,U_32831,C_577473,P_55863,C_577473,4,她努力过么？,daily
4181,U_56891,C_708463,P_55863,C_708463,4,前面2个事情不就是应该这么处理的么？ 大家更关注后面的那个吧,daily
4182,U_68884,C_410817,P_55863,C_410817,2,“这些年她的付出”？她有啥付出啊，一群哥哥吗？,daily
4183,U_210701,C_623889,P_55863,C_623889,4,违法所得十万，惩罚是罚款十万，,daily
4184,U_234298,C_502540,P_55863,C_502540,4,她付出了什么呀,daily
4185,U_33241,C_348531,P_55863,C_348531,4,还有那个王校长，邱院士，邱院士的孙女啊。劳逸这些水货怎么处理的？,daily
4186,U_213944,C_251352,P_55863,C_251352,4,还是轻了，门阀学阀继续挖挖,daily
4187,U_52363,C_335293,P_55863,C_335293,4,人家没付出好不好 都是白嫖,daily
4188,U_190836,C_834963,P_55863,C_834963,4,这些年她付出什么了？,daily
4189,U_200330,C_539664,P_55863,C_539664,4,除了董小姐，还有哪些小姐、阿哥，也是一样的途径进来的，这个不差查？,daily
4190,U_200330,C_316941,P_55863,C_316941,4,新华网当年报道他的不站出来说句话，王辰校长当年表扬她，不站出来说句话？她哪个优点这么让校长表扬？,daily
4191,U_93551,C_757838,P_55863,C_757838,4,意思搞掉那两个人就行了，其他一概不追究,daily
4192,U_78586,C_266855,P_55863,C_266855,4,这就妥了，静待后续,daily
4193,U_217824,C_370565,P_55863,C_370565,5,谁能有这么大的本事一路造假一路绿灯？,daily
4194,U_25200,C_770802,P_55863,C_770802,4,2025年了，竟然还有这种事，这么多漏洞竟然还能进医院上班，这算是制度出问题了吧,daily
4195,U_72802,C_49692,P_55863,C_49692,4,仅仅吊销五年吗？,daily
4196,U_34856,C_650189,P_55863,C_650189,2,董的假证书怎么来的？都明知道她造假，还让她进医院，上手术台，虽然是助手,daily
4197,U_26031,C_193236,P_55863,C_193236,1,方案不严密、管理不严格、落实不到位等问题。 呵呵，轻描淡写,daily
4198,U_125500,C_214324,P_55863,C_214324,4,背后的利益集团呢，那些院士们呢？,daily
4199,U_154183,C_361555,P_55863,C_361555,4,就很想问，造假剽窃就取消资格证书就完事了?没有其他惩罚吗？,daily
4200,U_22917,C_133272,P_55863,C_133272,4,请问她付出啥了,daily
4201,U_128242,C_591052,P_55863,C_591052,4,病人麻醉后腹腔打开了，肖某和董袭人跑路了,daily
4202,U_135800,C_217707,P_55863,C_217707,4,那男的吊销了吗,daily
4203,U_154649,C_598084,P_55863,C_598084,4,第三条最后那个『之后』，就不知道会『之』到什么时候去了,daily
4204,U_70276,C_320708,P_55863,C_320708,4,背后的团伙呢？什么处理,daily
4205,U_232373,C_135206,P_55863,C_135206,4,这个第三方人事代理机构，才是最值得深入查证的关键，大胆预测一下：这家机构就是“4+4”“董小姐们”的专业包装公司和输送渠道……,daily
4206,U_179231,C_293602,P_55863,C_293602,4,人家在纽约豪宅躺平享受呢,daily
4207,U_31389,C_650444,P_34161,C_650444,4,本科很重要，那是医学基础,daily
4208,U_6379,C_584448,P_34161,C_584448,4,前边的4其实等于0，所以4+4=4，就这个4还不知道怎么混的,daily
4209,U_6340,C_627046,P_34161,C_627046,4,看新闻4+4本身是否合规也在调查了,daily
4210,U_52907,C_117980,P_34161,C_650444,1,是的！没有基础知识储备，根本无法理解治疗的底层逻辑。,daily
4211,U_52907,C_702119,P_34161,C_584448,4,没错，前面的4等同于0,daily
4212,U_163885,C_35057,P_58406,C_35057,4,[加一][加一]-falegefa,daily
4213,U_149223,C_103519,P_39528,C_103519,3,我真笑了，闹成这样，谁也不敢保她，但这是就查到这，难道就能庆祝了？,daily
4214,U_242063,C_91973,P_39528,C_91973,1,真相不容掩盖，背后利益链条需深挖,daily
4215,U_140706,C_808165,P_39528,C_808165,4,内情悬疑，背后究竟有何暗流？,daily
4216,U_171134,C_65071,P_39528,C_65071,4,论闷声发大财的重要性,daily
4217,U_83517,C_493025,P_39528,C_493025,4,早就说自己查自己了，还有人天真的在这等着结果了，洗洗睡吧。,daily
4218,U_156841,C_120536,P_39528,C_120536,4,王辰就在那里，不动他不能服众,daily
4219,U_208830,C_351593,P_39528,C_351593,4,孙悟空和猪八戒降妖除魔的时候会打死一大片妖魔鬼怪，但总会有些硬核的被放走，这是为什么呢？太白金星和观音菩萨们的门徒是不能死的,daily
4220,U_67764,C_787861,P_39528,C_787861,1,4+4推个Miss董，耳环推个黄杨爸，……都是弃卒保帅,daily
4221,U_153960,C_613362,P_39528,C_613362,4,主要是4+4是高智商高权威人士们集体默认的一场互换。你想查谁,daily
4222,U_210085,C_398800,P_39528,C_398800,4,//@空降幼儿园:王辰就在那里，不动他不能服众,daily
4223,U_128656,C_684712,P_39528,C_684712,4,一般都是有大背景的   他们都不是警察 没有权利深挖,daily
4224,U_148222,C_274160,P_39528,C_274160,4,说句实话，取消成绩，可能是最轻的,daily
4225,U_199830,C_169436,P_46633,C_169436,4,看看，这就是协和。,daily
4226,U_72826,C_114019,P_31560,C_114019,4,违法成本低，就会导致违法行为多。//@旭日东升202112:造假不需要付法律责任吗露馅儿撤销就行了吗，换个赛道继续吗,daily
4227,U_72826,C_669364,P_31560,C_669364,4,他们不应该是天龙…不应该有天龙。//@最高铲屎官阁下2:蚂蝼焉知天龙之志,daily
4228,U_30388,C_428426,P_31560,C_428426,4,谈再多也是枉然....... 又能怎样,daily
4229,U_171037,C_752666,P_31560,C_752666,4,善良限制了人们的想象力,daily
4230,U_7226,C_681148,P_41486,C_681148,4,这个世界阳光和黑暗一样多，我们应该继续寻找阳光还是融入黑暗呢？,daily
4231,U_201234,C_772178,P_41486,C_772178,4,别人说其实整个一连串的流程都有问题，WJW文案写得很有意思，最后处理两个人。剩下的继续吃香喝辣守口如瓶,daily
4232,U_156878,C_388235,P_41486,C_388235,4,谷医生会受到他们的压力吧，会找她谈话吗，医院大官，小3小4关系背景挺强,daily
4233,U_29740,C_127806,P_41486,C_127806,4,虽然我也喷这种现象，但如果我有资源，就算我自己不贪不弄，但也会自己孩子铺路,daily
4234,U_67742,C_253584,P_41486,C_253584,4,同时也证明了惩罚的底线和范围都很不够,daily
4235,U_14647,C_641134,P_41486,C_641134,4,这种现象目前也只能靠小三和微博曝光遏制了。,daily
4236,U_227146,C_526152,P_41486,C_526152,4,只能靠制度和监督,daily
4237,U_35020,C_570138,P_41486,C_570138,4,这件事的主要人物只有肖飞和前妻谷潇雅的学历经得起查，他们都是参加高考考上来的。,daily
4238,U_116784,C_71663,P_41486,C_71663,3,同样这个内容，有的人看到是希望，有的看到是绝望,daily
4239,U_36733,C_296790,P_41486,C_296790,3,但愿作风能够自我净化，作风的自我净化能有效🙏,daily
4240,U_105968,C_763631,P_24694,C_763631,4,都有毁掉别人一生的能力,daily
4241,U_235001,C_354994,P_24694,C_354994,4,Jumping真的是学渣辨识器,daily
4242,U_94595,C_606089,P_24694,C_606089,4,要不集美们总说低分录取呢原来根在这,daily
4243,U_128440,C_132999,P_24694,C_132999,2,说实话我可以不看病，但是架不住在家睡觉被19分判断为嫌疑人,daily
4244,U_103783,C_315657,P_24694,C_315657,4,董小姐至少不想当网红,daily
4245,U_165491,C_34259,P_24694,C_34259,4,人才啊，说你有罪就有罪，要什么证据啊？,daily
4246,U_64562,C_148424,P_24694,C_148424,4,：没有看到案卷和详细证据，你怎么就笃信这个案子不专业不公正～vs跟博主图5的红框内容左右互搏了属于是,daily
4247,U_72594,C_360489,P_24694,C_360489,4,这数学成绩， 怎么能上大学的？,daily
4248,U_102950,C_49543,P_24694,C_49543,4,图三的数学19分法官把纯粹凭口供定罪讲得这么大义凛然，这也许可以强化保护女性，也可能造成冤案，甚至给一些不良女子营造敲诈勒索的创业空间，这个利弊不好说。,daily
4249,U_115125,C_463237,P_24694,C_463237,1,看起来还是董小姐更恐怖可怕一点,daily
4250,U_162652,C_166466,P_24694,C_166466,4,一旦碰上聂神探、宁神探，马上哭爹喊娘，让说啥就说啥。,daily
4251,U_226680,C_589550,P_24694,C_589550,1,比烂吗？两个都该严惩！,daily
4252,U_65889,C_264624,P_24694,C_264624,4,那还是后者更骚,daily
4253,U_33341,C_670998,P_24694,C_670998,4,那个老头什么证据都没有啊，这就抓了？？？,daily
4254,U_213196,C_311659,P_24694,C_311659,4,你在瞧瞧这位，他整个一个打入我军内部的,daily
4255,U_192866,C_502562,P_24694,C_502562,2,19分属于智力障碍问题 不是什么文科理科偏科了,daily
4256,U_67203,C_446200,P_24694,C_446200,1,持假证，无证行医，应该判刑！,daily
4257,U_49448,C_824516,P_24694,C_824516,4,这说明各行各业都是一层窗户纸，根本就没有想象的那么难,daily
4258,U_134940,C_47356,P_24694,C_47356,2,数学19分的垃圾,daily
4259,U_180506,C_577951,P_24694,C_577951,4,图34没大问题。图2属于是数学不及格。主=6都看不出来。,daily
4260,U_198933,C_139543,P_24694,C_139543,1,这位大侠就是个自相矛盾，自以为是的流氓呀，这很符合体制内人士的光辉形象。,daily
4261,U_199830,C_845427,P_24694,C_845427,4,不符合资格不是还是去了协和吗。协和牛逼不？,daily
4262,U_54854,C_444226,P_24694,C_444226,4,//@茴学专家孔乙己:一旦碰上聂神探、宁神探，马上哭爹喊娘，让说啥就说啥。,daily
4263,U_54854,C_193699,P_24694,C_193699,4,确实//@答案总需要验证:说实话我可以不看病，但是架不住在家睡觉被19分判断为嫌疑人,daily
4264,U_19139,C_531894,P_24694,C_531894,4,//@戴雨潇Dai:还是不要侮辱古代的大侠。他只是叫大侠，本人是个无底线洗地的小吏。 //@墨月无殇:数学十九分……但凡他懂点立体几何或者函数，选择题再全部选一个都不至于拿这点分，这就是大侠的文化水平么？真是符合我对古代侠客的刻板印象。,daily
4265,U_193214,C_679285,P_24694,C_679285,4,哈哈哈哈哈，终于有人提到他了，真特么给六扇门丢脸,daily
4266,U_199830,C_459677,P_39598,C_459677,1,协和医科大学校长王辰院士谈协和4+4和精英教育，当时说得太好了，结果一无是处。,daily
4267,U_125573,C_320707,P_5715,C_320707,1,肖太贪了，给她夫人留些后路，孩子和房子，这次或许不会翻，但终究会翻，本性难改啊…,daily
4268,U_92260,C_395704,P_5715,C_395704,1,所以说三甲医院年轻男医生基本上是普通人择偶的天花板了，滤镜太严重,daily
4269,U_61614,C_294526,P_5715,C_294526,1,让我们感谢原配大义灭亲👏,daily
4270,U_53753,C_355994,P_5715,C_355994,1,把房子留给原配又何妨？既然选择了董的背景，还差一套房子么？眼光短浅，拿的起放不下,daily
4271,U_254373,C_191218,P_5715,C_191218,4,如果不把原配逼到绝路，人也不会这样。,daily
4272,U_199467,C_143142,P_5715,C_143142,4,哇  黑色的玲珑心呀,daily
4273,U_118080,C_71099,P_5715,C_71099,2,最不理解的是董某其实条件非常好，为什么要找个二婚的还要当小四甚至小五,daily
4274,U_364,C_26674,P_5715,C_26674,1,净身出户，屁事没有，人不能既要还要,daily
4275,U_229125,C_481213,P_5715,C_481213,1,对原配不好的，有几个善终的,daily
4276,U_128472,C_670037,P_5715,C_320707,1,对的凤凰男劣根性,daily
4277,U_79870,C_826599,P_32208,C_826599,1,撤销证书肯定是对的，还要查一查是谁给她放进去。,daily
4278,U_222578,C_798019,P_32208,C_798019,4,撤销了就是对的,daily
4279,U_26915,C_831232,P_32208,C_831232,2,就是靠背景捧上去的,daily
4280,U_231188,C_137615,P_32208,C_137615,4,假话说多了连自己都信了,daily
4281,U_5887,C_845166,P_32208,C_845166,4,先查他，协和医学院校长。,daily
4282,U_229179,C_1786,P_32208,C_1786,4,反正她家不差钱，躺平都行,daily
4283,U_230523,C_518770,P_32208,C_518770,4,不疼的，作为阶层最前面的面皮就得厚的和城墙一样,daily
4284,U_153741,C_141184,P_32208,C_141184,1,这些人说话也是脸不红心不跳,daily
4285,U_230523,C_541613,P_32208,C_541613,1,谁评审的，谁录入的不都得放大假吗,daily
4286,U_137400,C_25816,P_32208,C_25816,4,同她同期的人员才是不公平,daily
4287,U_158190,C_145805,P_32208,C_145805,4,看来这个学校要被调查了,daily
4288,U_172851,C_829229,P_32208,C_829229,4,背后的关系网之强大,daily
4289,U_48786,C_715691,P_32208,C_715691,1,请王辰院士主动辞去院士头衔！,daily
4290,U_54910,C_136470,P_32208,C_136470,4,细菌生长是要有合适的环境,daily
4291,U_234981,C_563161,P_32208,C_826599,1,应该追究她刑事责任,daily
4292,U_212902,C_617094,P_32208,C_617094,4,妥妥的打脸，王院长会看这个视频,daily
4293,U_190835,C_87755,P_32208,C_87755,1,能不能查查这个老死头子,daily
4294,U_206902,C_313850,P_32208,C_313850,1,感觉这货在通过4➕4玩利益互换,daily
4295,U_206088,C_544244,P_32208,C_544244,2,董小姐有没有悲悯之心呢？是谁给董小姐创造了4+4？？？,daily
4296,U_95022,C_332354,P_32208,C_332354,4,院长你是不是自己啪啪打脸,daily
4297,U_122843,C_373350,P_32208,C_373350,3,piapiapia！,daily
4298,U_149481,C_600,P_32208,C_600,4,咋看着这么假,daily
4299,U_145698,C_249439,P_32208,C_249439,1,他们这种人，脸疼无所谓，兜里有东西就行！嘴上仁义道德，背地里结党营私，你以为他真的不知道董小姐怎么被录取的，他是校长还是4+4发起人，每年就招那么二三十个，门清得很！,daily
4300,U_237360,C_195483,P_32208,C_195483,1,这道貌岸然的王辰该如何处理呢？,daily
4301,U_214075,C_817035,P_32208,C_817035,1,在事件中的两位院士都要承担责任！ 不能又不了了之！,daily
4302,U_184616,C_184545,P_32208,C_184545,4,一切规定都是对普通人的，讨另赛道没有约束力,daily
4303,U_105798,C_391306,P_32208,C_391306,4,六个最，如雷贯耳，火眼金睛才能看出来吧。,daily
4304,U_64149,C_135897,P_32208,C_135897,4,央视主持人经常被这些大咖忽悠,daily
4305,U_69565,C_770132,P_32208,C_770132,1,大骗子一个！,daily
4306,U_78793,C_675391,P_32208,C_675391,4,①彻查相关人士，包括院士，流程中的责任人。②审核4+4的合理性与必要性，应该取消该项制度。③4+4相关学生背景，也应像董XX一样重新审核处理。,daily
4307,U_126772,C_703180,P_32208,C_703180,1,太恶心了这话说的,daily
4308,U_233254,C_518715,P_72897,C_518715,1,最后结局大概率是查出来的盖不住的自罚三杯意思意思得了。说是拔出萝卜带出泥，也得看这泥团多大多重，拔萝卜的有多大力气。,daily
4309,U_14485,C_68171,P_72897,C_68171,4,猜猜看今年这一届4+4毕业生的导师们敢不敢签上大名？有多少人会申请延毕？,daily
4310,U_68192,C_366644,P_72897,C_366644,4,查一批，处理一批，警告一批,daily
4311,U_239625,C_593774,P_72897,C_593774,4,女人立功，这才是值得大力宣传的事情。 肖某的妻子，应该发一个一吨重的勋章。,daily
4312,U_206139,C_244231,P_72897,C_244231,4,要不然为什么出国留学搞科研的人不肯回来,daily
4313,U_53529,C_427782,P_72897,C_427782,4,不用一个个查，就拿执业医师考试难度等级的试卷，组织他们做一次考试就完了呗。,daily
4314,U_179116,C_749805,P_72897,C_749805,1,想不通所谓4加4，你说学化学的，学制药的，我还可以接受这个加4，你他妈一个学经济，学艺术的加4是不是有问题,daily
4315,U_17634,C_491683,P_72897,C_491683,4,不了了之，如同苏州许可馨。,daily
4316,U_15856,C_302931,P_37956,C_302931,4,好巧我今天正好去了这里，可惜没碰到你,daily
4317,U_174822,C_683950,P_37956,C_683950,3,这么大一个枇杷，好久没有吃过这么大的枇杷了,daily
4318,U_238036,C_537242,P_37956,C_302931,3,啊！我去得太早了，多呆一会儿可能会遇到你。,daily
4319,U_238036,C_563337,P_37956,C_683950,3,现在就是大枇杷多，一般都种的五星大枇杷。,daily
4320,U_238036,C_735528,P_37956,C_683950,4,回复@山远自成峰:嗯，果农专门种的。,daily
4321,U_133911,C_270444,P_27167,C_270444,4,这一秒不放弃，下一秒就会有希望。,daily
4322,U_20374,C_438441,P_71074,C_438441,4,歼10都跑不过,daily
4323,U_34856,C_56918,P_71074,C_56918,1,一路造假一路绿灯还能畅通无阻的进医院，甚至进手术室犯犯公主病，让肖脱下手术服去哄她,daily
4324,U_107959,C_575479,P_71074,C_575479,1,我们单位评个工程师造假都能查出来，这不能么？,daily
4325,U_65080,C_39409,P_71074,C_39409,4,她妈她爸是谁,daily
4326,U_57055,C_722452,P_71074,C_722452,1,高考考不上大学，花钱上国外英美名校，其实就是学渣，难怪董明珠不用，企业要不要竞争力，要这些人有什么用？小红书是一堆藤校g5保录的，变成生意，洗澡蟹泛滥,daily
4327,U_173495,C_339794,P_58580,C_339794,4,这剧情比电视剧还精彩，吃瓜不忘思考，真相总在路上~,daily
4328,U_131664,C_351442,P_24968,C_351442,3,哈哈哈哈哈哈哈哈哈哈哈哈怎么这么好笑,daily
4329,U_20448,C_703839,P_35797,C_703839,4,[腊肠笔芯][腊肠笔芯],daily
4330,U_239611,C_486217,P_35797,C_486217,4,纸包不住火。,daily
4331,U_47721,C_574448,P_35797,C_574448,4,加油，一切安好,daily
4332,U_85444,C_257967,P_35797,C_257967,4,这次查的好。,daily
4333,U_140685,C_310492,P_69612,C_310492,1,都婚内出轨不干人事了，还能有什么格局。有真本事就不用靠睡女人上位了，个死捞男死早点，别老了害的前妻孩子给他养老,daily
4334,U_220681,C_624119,P_69612,C_624119,1,又渣又扣上热搜。,daily
4335,U_134645,C_188475,P_69612,C_188475,1,医院对他过于包庇、纵容，嚣张惯了，以为这次又可以压下来,daily
4336,U_123533,C_338305,P_52984,C_338305,2,董那个根本不算惩罚,daily
4337,U_186276,C_706295,P_52984,C_706295,4,治标不治本，谁信4+4就董一个人作假？,daily
4338,U_77358,C_426926,P_52984,C_426926,4,又说大实话！,daily
4339,U_122018,C_557297,P_52984,C_557297,4,草草了事 应付大众,daily
4340,U_198125,C_125464,P_52984,C_125464,4,那还能怎么办？要是往死里整，她就敢往死里公布更多更大的背后黑幕，谁给她一路开的绿灯。好说好散，过些日子热搜一过再重新安排个工作也不难。,daily
4341,U_101427,C_693802,P_52984,C_693802,4,不是一向如此吗～,daily
4342,U_19141,C_768199,P_52984,C_768199,4,那你还想咋滴,daily
4343,U_167106,C_844898,P_52984,C_844898,4,就一辆油罐车,daily
4344,U_94305,C_406078,P_52984,C_406078,4,人家董小姐的背景，大不了再去国外考资格，东方不亮西方亮，家里一堆亲戚给她兜底肖某就自求多福吧,daily
4345,U_91924,C_509878,P_52984,C_509878,4,其他4+4怎么办呢,daily
4346,U_83985,C_501255,P_52984,C_501255,1,为啥还能让这孙子有资格？要么终身禁入,daily
4347,U_35318,C_300156,P_52984,C_300156,4,发现的是这些个 没揪出来的呢,daily
4348,U_222519,C_359324,P_52984,C_359324,4,分明是雷电橙色预警,daily
4349,U_238262,C_112614,P_52984,C_112614,4,拔萝卜不带一点泥,daily
4350,U_46825,C_759378,P_52984,C_759378,4,在查就查到大零到的玉衣了，怎么查？发绿都是他们定的！,daily
4351,U_111106,C_58387,P_52984,C_58387,4,去年7月把麻醉以后的病人晾在手术台上的事，起码手术室护士长和麻醉科主任得有个说法吧,daily
4352,U_4958,C_424401,P_52984,C_424401,4,看看有没有巡视组回头看的活动了。谁都有工作中不对付的同事，看人缘了，呵呵呵,daily
4353,U_92828,C_771433,P_52984,C_771433,4,各罚三杯算了,daily
4354,U_97203,C_253857,P_52984,C_253857,4,就这两个坏人，都被拽出来了,daily
4355,U_252725,C_84482,P_52984,C_84482,4,要不咋办，要真细纠的话那不得一大串儿，全国医院得停业整顿了，一时半会儿还整顿不完……,daily
4356,U_962,C_128181,P_52984,C_128181,4,人家早找好退路了,daily
4357,U_144419,C_168039,P_67824,C_168039,1,主要的是谁帮她造假的，谁审核她的假材料给过的，应该接着查，肯定有大鱼,daily
4358,U_38842,C_412863,P_67824,C_412863,1,通报里不是写了卫健委跟教育部一起进行全面评估了吗？他们内部也在整改啊,daily
4359,U_39032,C_229797,P_67824,C_229797,1,每年收30 总量也不会太大 建议全部彻查,daily
4360,U_130061,C_200525,P_67824,C_200525,1,远远不够，这么多天，查出这么点东西啊!我呸!,daily
4361,U_146629,C_444151,P_67824,C_444151,1,必须一个一个查，估计得有好大一批，比如之前网上爆出来的几个青年才俊,daily
4362,U_107889,C_81499,P_67824,C_81499,1,量身定制的4+4要彻查,daily
4363,U_84544,C_114408,P_67824,C_114408,1,全部清查一遍，看看还有多少个跟董一样的,daily
4364,U_22701,C_347813,P_67824,C_347813,4,不好意思，油罐车事件最后查完全国就那俩辆有问题,daily
4365,U_45457,C_635685,P_67824,C_635685,1,对 入口 必须得说明入学资格是都查了就她一个有问题还是其他人没查 查还是不查 出口 论文是就查了她一个还是其他人论文没问题还是其他人没查 这么不清不楚的想抹平。。。也太cd了,daily
4366,U_132221,C_251530,P_67824,C_251530,1,坚决支持严查，还有韩佳澍、金山木，邱院士的两个孙女.......谁放他们进来的也要处分！,daily
4367,U_151719,C_88785,P_67824,C_88785,1,韩佳澍、盛玺澄，金山木……都查一查,daily
4368,U_40043,C_190942,P_67824,C_190942,1,怕是难，不然也就是最后出个公告打发一下，就像运油车的事情一样,daily
4369,U_75861,C_385908,P_67824,C_385908,1,当你发现了一只蟑螂，那么在暗处……,daily
4370,U_183036,C_476419,P_67824,C_476419,1,花了这么久就查这点，真的是无能啊，还有这么多大问题到是一点不说，不行就换人查,daily
4371,U_14378,C_6051,P_67824,C_6051,1,炮灰而已，收她进4+4的人是谁？别把群众当傻子,daily
4372,U_205374,C_127118,P_67824,C_127118,1,老师，靠你们发声了，为广大医学生呐喊,daily
4373,U_183036,C_672167,P_67824,C_672167,1,4+4没有一个可以通过，其他人不用处理，查一下记录就知道,daily
4374,U_132221,C_795548,P_67824,C_795548,1,只查她一个她心里也不平衡啊，都查才公平,daily
4375,U_140150,C_37189,P_67824,C_37189,1,不会没有后续吧,daily
4376,U_61370,C_291127,P_67824,C_168039,1,图片评论 评论配图,daily
4377,U_167753,C_636426,P_67824,C_168039,1,对的，你以为李开复真才实学？也许是包装出来送进来的,daily
4378,U_221803,C_834123,P_67824,C_412863,1,改革完善，这个词基本不会有什么太深的变动,daily
4379,U_145323,C_645583,P_67824,C_412863,1,整改后的结果啥时候公布，有时间节点吗,daily
4380,U_109291,C_719714,P_67824,C_444151,1,实在不得不应对了才会拉出个在明面祭天，出个模糊重点的通告举一反三，然后等事件冷却（如果真的能彻查我正在使用的所有公共平台道歉信+检讨书置顶一年,daily
4381,U_176362,C_302572,P_67824,C_444151,1,“青年才俊”,daily
4382,U_31335,C_618944,P_67824,C_385908,1,应该就没有蟑螂了,daily
4383,U_238871,C_327205,P_67824,C_327205,1,这大概就是从运油车那事总结出的经验，被揪住的就处理，没揪住的就死不承认。,daily
4384,U_157912,C_201290,P_67824,C_201290,1,引进4十4的协会医学院校长王辰，他的儿子条件就符合他引进的4+4招募条件。希望也别放过,daily
